file_id,biosample_type,tissue,assay,strand,experiment_target,specie,dataset
ENCSR124MTJ,cell line,GM23248,Histone ChIP-seq,,H3K4me2,human,encode_v3
ENCSR479HKJ,cell line,GM23248,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR611CRY,cell line,GM23248,Histone ChIP-seq,,H3K79me2,human,encode_v3
ENCSR562MOC,cell line,GM23248,Histone ChIP-seq,,H3K9ac,human,encode_v3
ENCSR328AVV,cell line,GM23248,Histone ChIP-seq,,H3K9me2,human,encode_v3
ENCSR673OPX,cell line,GM23248,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR900AQX,cell line,GM23248,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR131FFJ,cell line,GM23248,TF ChIP-seq,,EZH2,human,encode_v3
ENCSR096KPA,cell line,GM23248,TF ChIP-seq,,EZH2phosphoT487,human,encode_v3
ENCSR510QZW,cell line,GM23248,polyA plus RNA-seq,,none,human,encode_v3
ENCSR797BPP_M,cell line,GM23248,total RNA-seq,minus,none,human,encode_v3
ENCSR797BPP_P,cell line,GM23248,total RNA-seq,plus,none,human,encode_v3
ENCSR908FQA,cell line,GM23338,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR313NJN,cell line,GM23338,Histone ChIP-seq,,H3F3A,human,encode_v3
ENCSR729ENO,cell line,GM23338,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR386RIJ,cell line,GM23338,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR236YPE,cell line,GM23338,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR249YGG,cell line,GM23338,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR740FYN,cell line,GM23338,Histone ChIP-seq,,H3K4me2,human,encode_v3
ENCSR657DYL,cell line,GM23338,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR154HDX,cell line,GM23338,Histone ChIP-seq,,H3K79me2,human,encode_v3
ENCSR700VCN,cell line,GM23338,Histone ChIP-seq,,H3K9me2,human,encode_v3
ENCSR293NAJ,cell line,GM23338,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR932ZMX,cell line,GM23338,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR987GXT,cell line,GM23338,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR534VHI,cell line,GM23338,TF ChIP-seq,,ETS1,human,encode_v3
ENCSR045YHA,cell line,GM23338,TF ChIP-seq,,EZH2,human,encode_v3
ENCSR061DGF,cell line,GM23338,TF ChIP-seq,,NANOG,human,encode_v3
ENCSR369NGL,cell line,GM23338,TF ChIP-seq,,POLR2AphosphoS5,human,encode_v3
ENCSR264RJX,cell line,GM23338,TF ChIP-seq,,POU5F1,human,encode_v3
ENCSR871KYB,cell line,GM23338,TF ChIP-seq,,REST,human,encode_v3
ENCSR748GVH,cell line,GM23338,polyA plus RNA-seq,,none,human,encode_v3
ENCSR379DEC_M,cell line,GM23338,total RNA-seq,minus,none,human,encode_v3
ENCSR379DEC_P,cell line,GM23338,total RNA-seq,plus,none,human,encode_v3
ENCSR938LSP_M,cell line,GM23338,total RNA-seq,minus,none,human,encode_v3
ENCSR938LSP_P,cell line,GM23338,total RNA-seq,plus,none,human,encode_v3
ENCSR000EJN,cell line,H1,DNase-seq,,none,human,encode_v3
ENCSR000EMU,cell line,H1,DNase-seq,,none,human,encode_v3
ENCSR794OFW,cell line,H1,DNase-seq,,none,human,encode_v3
ENCSR571IIS,cell line,H1,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR703KXH,cell line,H1,Histone ChIP-seq,,H2AK5ac,human,encode_v3
ENCSR848DUN,cell line,H1,Histone ChIP-seq,,H2BK120ac,human,encode_v3
ENCSR364BKW,cell line,H1,Histone ChIP-seq,,H2BK12ac,human,encode_v3
ENCSR739BZR,cell line,H1,Histone ChIP-seq,,H2BK15ac,human,encode_v3
ENCSR462XRE,cell line,H1,Histone ChIP-seq,,H2BK20ac,human,encode_v3
ENCSR161NON,cell line,H1,Histone ChIP-seq,,H2BK5ac,human,encode_v3
ENCSR057BTG,cell line,H1,Histone ChIP-seq,,H3K14ac,human,encode_v3
ENCSR815LBP,cell line,H1,Histone ChIP-seq,,H3K23ac,human,encode_v3
ENCSR326NQF,cell line,H1,Histone ChIP-seq,,H3K23me2,human,encode_v3
ENCSR000ANP,cell line,H1,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR880SUY,cell line,H1,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR186OBR,cell line,H1,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR216OGD,cell line,H1,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR928HYM,cell line,H1,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR476KTK,cell line,H1,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR496DCY,cell line,H1,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR925LJZ,cell line,H1,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR130EML,cell line,H1,Histone ChIP-seq,,H3K4ac,human,encode_v3
ENCSR271TFS,cell line,H1,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR631RJR,cell line,H1,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR991BTY,cell line,H1,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR322MEI,cell line,H1,Histone ChIP-seq,,H3K4me2,human,encode_v3
ENCSR019SQX,cell line,H1,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR814XPE,cell line,H1,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR768FWX,cell line,H1,Histone ChIP-seq,,H3K56ac,human,encode_v3
ENCSR442DGE,cell line,H1,Histone ChIP-seq,,H3K79me1,human,encode_v3
ENCSR301HRV,cell line,H1,Histone ChIP-seq,,H3K79me2,human,encode_v3
ENCSR441UHO,cell line,H1,Histone ChIP-seq,,H3K9ac,human,encode_v3
ENCSR952GVX,cell line,H1,Histone ChIP-seq,,H3K9ac,human,encode_v3
ENCSR395USV,cell line,H1,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR883AQJ,cell line,H1,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR728SZE,cell line,H1,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR675FLJ,cell line,H1,Histone ChIP-seq,,H4K5ac,human,encode_v3
ENCSR858BOF,cell line,H1,Histone ChIP-seq,,H4K91ac,human,encode_v3
ENCSR850KIP,cell line,H1,TF ChIP-seq,,ASH2L,human,encode_v3
ENCSR000BKC,cell line,H1,TF ChIP-seq,,ATF3,human,encode_v3
ENCSR000EBQ,cell line,H1,TF ChIP-seq,,BACH1,human,encode_v3
ENCSR000BIP,cell line,H1,TF ChIP-seq,,BCL11A,human,encode_v3
ENCSR000BMJ,cell line,H1,TF ChIP-seq,,BCL11A,human,encode_v3
ENCSR000EBX,cell line,H1,TF ChIP-seq,,BRCA1,human,encode_v3
ENCSR000AQK,cell line,H1,TF ChIP-seq,,CHD1,human,encode_v3
ENCSR000EBU,cell line,H1,TF ChIP-seq,,CHD1,human,encode_v3
ENCSR000AVA,cell line,H1,TF ChIP-seq,,CHD7,human,encode_v3
ENCSR000EUO,cell line,H1,TF ChIP-seq,,CTBP2,human,encode_v3
ENCSR000AMF,cell line,H1,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000BNH,cell line,H1,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DLK,cell line,H1,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000BJA,cell line,H1,TF ChIP-seq,,EGR1,human,encode_v3
ENCSR000AUQ,cell line,H1,TF ChIP-seq,,EP300,human,encode_v3
ENCSR000BKK,cell line,H1,TF ChIP-seq,,EP300,human,encode_v3
ENCSR000BNS,cell line,H1,TF ChIP-seq,,FOSL1,human,encode_v3
ENCSR000BIW,cell line,H1,TF ChIP-seq,,GABPA,human,encode_v3
ENCSR000EBP,cell line,H1,TF ChIP-seq,,GTF2F1,human,encode_v3
ENCSR000AVB,cell line,H1,TF ChIP-seq,,HDAC2,human,encode_v3
ENCSR000BNR,cell line,H1,TF ChIP-seq,,HDAC2,human,encode_v3
ENCSR000ATQ,cell line,H1,TF ChIP-seq,,HDAC6,human,encode_v3
ENCSR000ECA,cell line,H1,TF ChIP-seq,,JUN,human,encode_v3
ENCSR000BKP,cell line,H1,TF ChIP-seq,,JUND,human,encode_v3
ENCSR000EBZ,cell line,H1,TF ChIP-seq,,JUND,human,encode_v3
ENCSR418RRF,cell line,H1,TF ChIP-seq,,KDM1A,human,encode_v3
ENCSR000AVC,cell line,H1,TF ChIP-seq,,KDM4A,human,encode_v3
ENCSR160ZLP,cell line,H1,TF ChIP-seq,,KDM5A,human,encode_v3
ENCSR000EBS,cell line,H1,TF ChIP-seq,,MAFK,human,encode_v3
ENCSR000EBY,cell line,H1,TF ChIP-seq,,MYC,human,encode_v3
ENCSR000BMT,cell line,H1,TF ChIP-seq,,NANOG,human,encode_v3
ENCSR000ECC,cell line,H1,TF ChIP-seq,,NRF1,human,encode_v3
ENCSR000ATK,cell line,H1,TF ChIP-seq,,PHF8,human,encode_v3
ENCSR000BHN,cell line,H1,TF ChIP-seq,,POLR2A,human,encode_v3
ENCSR000DLJ,cell line,H1,TF ChIP-seq,,POLR2A,human,encode_v3
ENCSR000BIC,cell line,H1,TF ChIP-seq,,POLR2AphosphoS5,human,encode_v3
ENCSR000BLD,cell line,H1,TF ChIP-seq,,RAD21,human,encode_v3
ENCSR000ECE,cell line,H1,TF ChIP-seq,,RAD21,human,encode_v3
ENCSR000AQC,cell line,H1,TF ChIP-seq,,RBBP5,human,encode_v3
ENCSR000BHM,cell line,H1,TF ChIP-seq,,REST,human,encode_v3
ENCSR663WAR,cell line,H1,TF ChIP-seq,,REST,human,encode_v3
ENCSR000ECF,cell line,H1,TF ChIP-seq,,RFX5,human,encode_v3
ENCSR784VUY,cell line,H1,TF ChIP-seq,,RNF2,human,encode_v3
ENCSR000BJW,cell line,H1,TF ChIP-seq,,RXRA,human,encode_v3
ENCSR000ATR,cell line,H1,TF ChIP-seq,,SAP30,human,encode_v3
ENCSR000BIS,cell line,H1,TF ChIP-seq,,SIN3A,human,encode_v3
ENCSR000EBO,cell line,H1,TF ChIP-seq,,SIN3A,human,encode_v3
ENCSR000AUS,cell line,H1,TF ChIP-seq,,SIRT6,human,encode_v3
ENCSR000BIQ,cell line,H1,TF ChIP-seq,,SIX5,human,encode_v3
ENCSR000BIR,cell line,H1,TF ChIP-seq,,SP1,human,encode_v3
ENCSR000BIV,cell line,H1,TF ChIP-seq,,SRF,human,encode_v3
ENCSR000EUQ,cell line,H1,TF ChIP-seq,,SUZ12,human,encode_v3
ENCSR000BHO,cell line,H1,TF ChIP-seq,,TAF1,human,encode_v3
ENCSR000BLU,cell line,H1,TF ChIP-seq,,TAF7,human,encode_v3
ENCSR000ECB,cell line,H1,TF ChIP-seq,,TBP,human,encode_v3
ENCSR000BIT,cell line,H1,TF ChIP-seq,,TCF12,human,encode_v3
ENCSR000BIU,cell line,H1,TF ChIP-seq,,USF1,human,encode_v3
ENCSR000ECD,cell line,H1,TF ChIP-seq,,USF2,human,encode_v3
ENCSR000BKD,cell line,H1,TF ChIP-seq,,YY1,human,encode_v3
ENCSR000BZU_M,cell line,H1,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000BZU_P,cell line,H1,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000COU_M,cell line,H1,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000COU_P,cell line,H1,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000COV_M,cell line,H1,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000COV_P,cell line,H1,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000COW_M,cell line,H1,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000COW_P,cell line,H1,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000EYP,cell line,H1,polyA plus RNA-seq,,none,human,encode_v3
ENCSR043RSE_M,cell line,H1,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR043RSE_P,cell line,H1,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR643QIZ_M,cell line,H1,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR643QIZ_P,cell line,H1,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR670WQY_M,cell line,H1,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR670WQY_P,cell line,H1,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR962TBJ,cell line,H1,polyA plus RNA-seq,,none,human,encode_v3
ENCSR537BCG_M,cell line,H1,total RNA-seq,minus,none,human,encode_v3
ENCSR537BCG_P,cell line,H1,total RNA-seq,plus,none,human,encode_v3
ENCSR712GOC_M,cell line,H1,total RNA-seq,minus,none,human,encode_v3
ENCSR712GOC_P,cell line,H1,total RNA-seq,plus,none,human,encode_v3
ENCSR895ZTB_M,cell line,H1,total RNA-seq,minus,none,human,encode_v3
ENCSR895ZTB_P,cell line,H1,total RNA-seq,plus,none,human,encode_v3
ENCSR809CEA,cell line,H4,DNase-seq,,none,human,encode_v3
ENCSR919QJT_M,cell line,H4,total RNA-seq,minus,none,human,encode_v3
ENCSR919QJT_P,cell line,H4,total RNA-seq,plus,none,human,encode_v3
ENCSR000EJA,cell line,H54,DNase-seq,,none,human,encode_v3
ENCSR000DKN,cell line,H54,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000EJO,cell line,H7,DNase-seq,,none,human,encode_v3
ENCSR000DSS,cell line,H7,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000DSR,cell line,H7,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR490SQH_M,cell line,H7,total RNA-seq,minus,none,human,encode_v3
ENCSR490SQH_P,cell line,H7,total RNA-seq,plus,none,human,encode_v3
ENCSR000EJP,cell line,H9,DNase-seq,,none,human,encode_v3
ENCSR275ICP,cell line,H9,DNase-seq,,none,human,encode_v3
ENCSR754LIN,cell line,H9,DNase-seq,,none,human,encode_v3
ENCSR915BSC,cell line,H9,DNase-seq,,none,human,encode_v3
ENCSR943SYS,cell line,H9,DNase-seq,,none,human,encode_v3
ENCSR964WHY,cell line,H9,DNase-seq,,none,human,encode_v3
ENCSR265EDV,cell line,H9,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR333LVY,cell line,H9,Histone ChIP-seq,,H2AK5ac,human,encode_v3
ENCSR260OWP,cell line,H9,Histone ChIP-seq,,H2BK120ac,human,encode_v3
ENCSR738BJJ,cell line,H9,Histone ChIP-seq,,H2BK12ac,human,encode_v3
ENCSR734NCK,cell line,H9,Histone ChIP-seq,,H2BK15ac,human,encode_v3
ENCSR846DXV,cell line,H9,Histone ChIP-seq,,H2BK20ac,human,encode_v3
ENCSR741FIA,cell line,H9,Histone ChIP-seq,,H2BK5ac,human,encode_v3
ENCSR440BZV,cell line,H9,Histone ChIP-seq,,H3K14ac,human,encode_v3
ENCSR294WUR,cell line,H9,Histone ChIP-seq,,H3K18ac,human,encode_v3
ENCSR282SNG,cell line,H9,Histone ChIP-seq,,H3K23ac,human,encode_v3
ENCSR063WYJ,cell line,H9,Histone ChIP-seq,,H3K23me2,human,encode_v3
ENCSR876RGF,cell line,H9,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR754VAJ,cell line,H9,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR792GCH,cell line,H9,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR324UNL,cell line,H9,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR870IUC,cell line,H9,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR230WNU,cell line,H9,Histone ChIP-seq,,H3K4ac,human,encode_v3
ENCSR276HBK,cell line,H9,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR967HXD,cell line,H9,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR716ZJH,cell line,H9,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR047TJL,cell line,H9,Histone ChIP-seq,,H3K56ac,human,encode_v3
ENCSR280IFJ,cell line,H9,Histone ChIP-seq,,H3K79me1,human,encode_v3
ENCSR188GJE,cell line,H9,Histone ChIP-seq,,H3K79me2,human,encode_v3
ENCSR516KSY,cell line,H9,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR972SMV,cell line,H9,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR957GYL,cell line,H9,Histone ChIP-seq,,H3T11ph,human,encode_v3
ENCSR729NVN,cell line,H9,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR554TZE,cell line,H9,Histone ChIP-seq,,H4K5ac,human,encode_v3
ENCSR367JIO,cell line,H9,Histone ChIP-seq,,H4K8ac,human,encode_v3
ENCSR386WCR,cell line,H9,Histone ChIP-seq,,H4K91ac,human,encode_v3
ENCSR712BRU_M,cell line,H9,total RNA-seq,minus,none,human,encode_v3
ENCSR712BRU_P,cell line,H9,total RNA-seq,plus,none,human,encode_v3
ENCSR620QNS,cell line,HAP-1,DNase-seq,,none,human,encode_v3
ENCSR227XNT,cell line,HCT116,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR000EUT,cell line,HCT116,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR661KMA,cell line,HCT116,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR810BDB,cell line,HCT116,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR091QXP,cell line,HCT116,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000EUS,cell line,HCT116,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR161MXP,cell line,HCT116,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR794ULT,cell line,HCT116,Histone ChIP-seq,,H3K4me2,human,encode_v3
ENCSR333OPW,cell line,HCT116,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR093SHE,cell line,HCT116,Histone ChIP-seq,,H3K9ac,human,encode_v3
ENCSR555LYM,cell line,HCT116,Histone ChIP-seq,,H3K9me2,human,encode_v3
ENCSR179BUC,cell line,HCT116,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR474DOV,cell line,HCT116,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR000BSE,cell line,HCT116,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DTO,cell line,HCT116,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR240PRQ,cell line,HCT116,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR046HGP,cell line,HCT116,TF ChIP-seq,,EZH2,human,encode_v3
ENCSR429CLV,cell line,HCT116,TF ChIP-seq,,EZH2phosphoT487,human,encode_v3
ENCSR000BSA,cell line,HCT116,TF ChIP-seq,,JUND,human,encode_v3
ENCSR000BML,cell line,HCT116,TF ChIP-seq,,POLR2AphosphoS5,human,encode_v3
ENCSR503GVO,cell line,HCT116,TF ChIP-seq,,ZFX,human,encode_v3
ENCSR000CWM,cell line,HCT116,polyA plus RNA-seq,,none,human,encode_v3
ENCSR698RPL_M,cell line,HCT116,total RNA-seq,minus,none,human,encode_v3
ENCSR698RPL_P,cell line,HCT116,total RNA-seq,plus,none,human,encode_v3
ENCSR910LIE,cell line,HEK293,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000FCG,cell line,HEK293,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR000FCJ,cell line,HEK293,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR769JRS,cell line,HEK293,TF ChIP-seq,,AEBP2,human,encode_v3
ENCSR217HTK,cell line,HEK293,TF ChIP-seq,,ATF2,human,encode_v3
ENCSR021DJC,cell line,HEK293,TF ChIP-seq,,BCL11A,human,encode_v3
ENCSR770PQN,cell line,HEK293,TF ChIP-seq,,BCL11B,human,encode_v3
ENCSR673SGK,cell line,HEK293,TF ChIP-seq,,BCL6B,human,encode_v3
ENCSR617IFZ,cell line,HEK293,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR919CZU,cell line,HEK293,TF ChIP-seq,,EGR2,human,encode_v3
ENCSR827NWO,cell line,HEK293,TF ChIP-seq,,FEZF1,human,encode_v3
ENCSR445PDR,cell line,HEK293,TF ChIP-seq,,GFI1B,human,encode_v3
ENCSR978EQY,cell line,HEK293,TF ChIP-seq,,GLI2,human,encode_v3
ENCSR211PZO,cell line,HEK293,TF ChIP-seq,,GLI4,human,encode_v3
ENCSR482BBZ,cell line,HEK293,TF ChIP-seq,,GLIS1,human,encode_v3
ENCSR535DIA,cell line,HEK293,TF ChIP-seq,,GLIS2,human,encode_v3
ENCSR803GYT,cell line,HEK293,TF ChIP-seq,,HIC1,human,encode_v3
ENCSR304AMN,cell line,HEK293,TF ChIP-seq,,IKZF3,human,encode_v3
ENCSR382GSF,cell line,HEK293,TF ChIP-seq,,INSM2,human,encode_v3
ENCSR859BMR,cell line,HEK293,TF ChIP-seq,,KLF1,human,encode_v3
ENCSR006GAQ,cell line,HEK293,TF ChIP-seq,,KLF10,human,encode_v3
ENCSR397DQC,cell line,HEK293,TF ChIP-seq,,KLF16,human,encode_v3
ENCSR065WUF,cell line,HEK293,TF ChIP-seq,,KLF17,human,encode_v3
ENCSR604VWJ,cell line,HEK293,TF ChIP-seq,,KLF7,human,encode_v3
ENCSR635NOQ,cell line,HEK293,TF ChIP-seq,,KLF8,human,encode_v3
ENCSR076EZB,cell line,HEK293,TF ChIP-seq,,KLF9,human,encode_v3
ENCSR290SSQ,cell line,HEK293,TF ChIP-seq,,MAZ,human,encode_v3
ENCSR707BNG,cell line,HEK293,TF ChIP-seq,,MYNN,human,encode_v3
ENCSR298QUH,cell line,HEK293,TF ChIP-seq,,MZF1,human,encode_v3
ENCSR324LTM,cell line,HEK293,TF ChIP-seq,,OSR2,human,encode_v3
ENCSR768LIO,cell line,HEK293,TF ChIP-seq,,OVOL3,human,encode_v3
ENCSR966ULI,cell line,HEK293,TF ChIP-seq,,PATZ1,human,encode_v3
ENCSR098YLE,cell line,HEK293,TF ChIP-seq,,PRDM1,human,encode_v3
ENCSR223TAV,cell line,HEK293,TF ChIP-seq,,PRDM10,human,encode_v3
ENCSR714LYA,cell line,HEK293,TF ChIP-seq,,PRDM2,human,encode_v3
ENCSR443MVV,cell line,HEK293,TF ChIP-seq,,PRDM4,human,encode_v3
ENCSR892QHR,cell line,HEK293,TF ChIP-seq,,PRDM6,human,encode_v3
ENCSR441UBA,cell line,HEK293,TF ChIP-seq,,RBAK,human,encode_v3
ENCSR896UBV,cell line,HEK293,TF ChIP-seq,,REST,human,encode_v3
ENCSR044FMM,cell line,HEK293,TF ChIP-seq,,SALL2,human,encode_v3
ENCSR605MGM,cell line,HEK293,TF ChIP-seq,,SCRT1,human,encode_v3
ENCSR338DGO,cell line,HEK293,TF ChIP-seq,,SCRT2,human,encode_v3
ENCSR807LQP,cell line,HEK293,TF ChIP-seq,,SP2,human,encode_v3
ENCSR141PZA,cell line,HEK293,TF ChIP-seq,,SP3,human,encode_v3
ENCSR468IJT,cell line,HEK293,TF ChIP-seq,,SP7,human,encode_v3
ENCSR000EUZ,cell line,HEK293,TF ChIP-seq,,TRIM28,human,encode_v3
ENCSR217WRC,cell line,HEK293,TF ChIP-seq,,TSHZ1,human,encode_v3
ENCSR966PJJ,cell line,HEK293,TF ChIP-seq,,WT1,human,encode_v3
ENCSR859RAO,cell line,HEK293,TF ChIP-seq,,YY1,human,encode_v3
ENCSR692HSE,cell line,HEK293,TF ChIP-seq,,YY2,human,encode_v3
ENCSR927UJQ,cell line,HEK293,TF ChIP-seq,,ZBTB1,human,encode_v3
ENCSR004PLU,cell line,HEK293,TF ChIP-seq,,ZBTB10,human,encode_v3
ENCSR882ZTS,cell line,HEK293,TF ChIP-seq,,ZBTB11,human,encode_v3
ENCSR543KOA,cell line,HEK293,TF ChIP-seq,,ZBTB12,human,encode_v3
ENCSR631WAA,cell line,HEK293,TF ChIP-seq,,ZBTB17,human,encode_v3
ENCSR460MBI,cell line,HEK293,TF ChIP-seq,,ZBTB20,human,encode_v3
ENCSR321MSF,cell line,HEK293,TF ChIP-seq,,ZBTB21,human,encode_v3
ENCSR229DYF,cell line,HEK293,TF ChIP-seq,,ZBTB26,human,encode_v3
ENCSR076STQ,cell line,HEK293,TF ChIP-seq,,ZBTB44,human,encode_v3
ENCSR781EQJ,cell line,HEK293,TF ChIP-seq,,ZBTB48,human,encode_v3
ENCSR924GRG,cell line,HEK293,TF ChIP-seq,,ZBTB49,human,encode_v3
ENCSR619OUC,cell line,HEK293,TF ChIP-seq,,ZBTB6,human,encode_v3
ENCSR773REP,cell line,HEK293,TF ChIP-seq,,ZBTB7A,human,encode_v3
ENCSR481FEC,cell line,HEK293,TF ChIP-seq,,ZBTB8A,human,encode_v3
ENCSR909HMT,cell line,HEK293,TF ChIP-seq,,ZEB1,human,encode_v3
ENCSR417VWF,cell line,HEK293,TF ChIP-seq,,ZEB2,human,encode_v3
ENCSR632SIM,cell line,HEK293,TF ChIP-seq,,ZFHX2,human,encode_v3
ENCSR134QIE,cell line,HEK293,TF ChIP-seq,,ZFP3,human,encode_v3
ENCSR365GRX,cell line,HEK293,TF ChIP-seq,,ZFP37,human,encode_v3
ENCSR348ONY,cell line,HEK293,TF ChIP-seq,,ZFP41,human,encode_v3
ENCSR381VYR,cell line,HEK293,TF ChIP-seq,,ZFP69B,human,encode_v3
ENCSR728MWW,cell line,HEK293,TF ChIP-seq,,ZIC2,human,encode_v3
ENCSR019WUS,cell line,HEK293,TF ChIP-seq,,ZNF10,human,encode_v3
ENCSR751PNN,cell line,HEK293,TF ChIP-seq,,ZNF112,human,encode_v3
ENCSR985MYI,cell line,HEK293,TF ChIP-seq,,ZNF114,human,encode_v3
ENCSR224QDY,cell line,HEK293,TF ChIP-seq,,ZNF121,human,encode_v3
ENCSR138RCE,cell line,HEK293,TF ChIP-seq,,ZNF132,human,encode_v3
ENCSR283MWQ,cell line,HEK293,TF ChIP-seq,,ZNF133,human,encode_v3
ENCSR551KAP,cell line,HEK293,TF ChIP-seq,,ZNF138,human,encode_v3
ENCSR464KFG,cell line,HEK293,TF ChIP-seq,,ZNF140,human,encode_v3
ENCSR689YFA,cell line,HEK293,TF ChIP-seq,,ZNF146,human,encode_v3
ENCSR736ZKL,cell line,HEK293,TF ChIP-seq,,ZNF148,human,encode_v3
ENCSR801BWR,cell line,HEK293,TF ChIP-seq,,ZNF155,human,encode_v3
ENCSR564YYW,cell line,HEK293,TF ChIP-seq,,ZNF157,human,encode_v3
ENCSR093HXE,cell line,HEK293,TF ChIP-seq,,ZNF16,human,encode_v3
ENCSR661AXW,cell line,HEK293,TF ChIP-seq,,ZNF169,human,encode_v3
ENCSR516VQK,cell line,HEK293,TF ChIP-seq,,ZNF174,human,encode_v3
ENCSR103GAK,cell line,HEK293,TF ChIP-seq,,ZNF175,human,encode_v3
ENCSR977HTH,cell line,HEK293,TF ChIP-seq,,ZNF18,human,encode_v3
ENCSR020UPN,cell line,HEK293,TF ChIP-seq,,ZNF184,human,encode_v3
ENCSR163RYW,cell line,HEK293,TF ChIP-seq,,ZNF189,human,encode_v3
ENCSR811JJM,cell line,HEK293,TF ChIP-seq,,ZNF19,human,encode_v3
ENCSR011CKE,cell line,HEK293,TF ChIP-seq,,ZNF2,human,encode_v3
ENCSR996FYT,cell line,HEK293,TF ChIP-seq,,ZNF202,human,encode_v3
ENCSR365DQH,cell line,HEK293,TF ChIP-seq,,ZNF211,human,encode_v3
